Site,Project,Project_Code,Stage,Site_Type,Resource_Oz_Au,Resource_Mt,Resource_Grade_gpt,Reserve_Oz_Au,Reserve_Mt,Reserve_Grade_gpt,Resource_Categories,Resource_Statuses,Estimate_Date,Distance_km,Nearest_FRS_Cluster,Dist_Edna_May_Mill_km,Dist_Lake_Johnston_Plant_km,Latitude,Longitude,Primary_Owner,All_Owners,N_Latest_Rows,N_Total_Historical
Blue Tongue,Lady Ida,J06689,Shut,Mine,752,0.02,1.17,0,0,0.0,Resource,Measured,30/06/2003,14.1,16,208.2,187.6,-30.529367,120.684809,Beacon Minerals Limited,Beacon Minerals Limited; Beacon Mining Pty Ltd; Lamerton Pty Ltd (100.00%); Geoda Pty Ltd,1,1
Transvaal Tailings,Transvaal Tailings,J01204,Shut,Infrastructure,733,0.01,2.28,0,0,0.0,Resource,Indicated,01/07/1990,13.3,77,59.6,151.2,-31.277875,119.323908,,,2,2
Browns North,Randalls - Mt Monger,J00251,Undeveloped,Deposit,723,0.009,2.5,0,0,0.0,Resource,Indicated,30/06/2000,46.8,25,334.8,208.0,-31.038995,122.20341,Vault Minerals Limited,Vault Minerals Limited (100.00%); Silver Lake (Integra) Pty Limited; Silver Lake Resources Ltd; Golden Mile Milling Pty Ltd,1,4
Banker,Marvel Loch - Southern Cross,J00226,Care and Maintenance,Mine,706,0.001,21.95,0,0,0.0,Resource,Indicated,30/12/1996,35.9,77,90.6,111.6,-31.532216,119.61528,Minjar Gold Pty Ltd,"Newcrest Mining Limited (Royalties%); Adelong Gold Limited (Royalties%); Minjar Gold Pty Ltd; Royal Gold, Inc. (Royalties%); Barto Gold Mining Pty Ltd (100.00%); Shandong Tianye Group Bid Co Pty Ltd; International Royalty Corporation (Royalties%)",1,1
New Bau,Kal East,J02818,Undeveloped,Deposit,530,0.011,1.5,0,0,0.0,Resource,Measured,31/03/1997,31.4,25,308.1,192.2,-30.97617,121.912176,Silver Lake Resources Ltd,Silver Lake Resources Ltd; Black Cat (Bulong) Pty Ltd; Black Cat Syndicate Limited (100.00%),1,1
Joshtails,Joshtails,J02305,Shut,Mine,305,0.005,1.9,0,0,0.0,Resource,Indicated,30/06/2005,39.4,25,275.7,183.9,-30.816178,121.535609,Barrick Gold Corp.,Barrick Gold Corp. (48.00%); Northern Star (Klv) Pty Ltd (48.00%),1,7
Dryblowing,Kurnalpi Dryblowing,J01212,Shut,Mine,241,0.015,0.5,0,0,0.0,Resource,Indicated,10/07/1990,36.1,25,349.2,250.8,-30.522556,122.243411,Shannon John Leo,Shannon John Leo (100.00%),1,1
Three Boys Hill Tailings,Three Boys Hill,J01135,Shut,Mine,231,0.004,1.8,0,0,0.0,Resource,Indicated,30/04/1990,13.3,77,59.4,155.2,-31.231765,119.317309,,,1,1
Bellevue,South Kalgoorlie Operations,J00276,Shut,Mine,225,0.01,0.7,0,0,0.0,Resource,Measured,30/06/2015,46.1,25,281.7,170.5,-31.03018,121.641348,Black Mountain Gold Limited,Black Mountain Gold Limited; Northern Star Resources Ltd (100.00%); Northern Star (Klv) Pty Ltd; Northern Star (HBJ) Pty Ltd; Horizon Minerals Limited; Northern Star (South Kalgoorlie) Pty Ltd; Northern Star (Hampton Gold Mining Areas) Limited; Northern Star (Saracen Kalgoorlie) Pty Ltd,1,1
A-Cap,Coolgardie - MacPhersons,J00229,Operating,Mine,212,0.01,0.66,0,0,0.0,Resource,Measured,30/06/2025,16.7,15,240.0,150.2,-30.999026,121.195072,Beacon Minerals Limited,Beacon Minerals Limited (100.00%); MacPhersons Reward Pty Ltd; China Hanking Holdings Limited; Hanking Australia Investment Pty Ltd; Forrestania Resources Limited,1,7
